name,yellow,second_yellow,red,goals,assists,g/a,position,actual_team,actual_league,value,player_league,player_team,player_nationality,appearances,age
Stephan El Shaarawy,3.0,0.0,0.0,7.0,3.0,10.0,Extremo izquierdo,,,,Serie A,AS Roma,Italia,29.0,30.0
Ademola Lookman,3.0,0.0,0.0,13.0,8.0,21.0,Mediapunta,Atalanta de Bérgamo,Serie A,30.0,Serie A,Atalanta de Bérgamo,Nigeria,31.0,25.0
Jerdy Schouten,3.0,0.0,0.0,0.0,2.0,2.0,Pivote,,,,Serie A,Bolonia,Países Bajos,33.0,26.0
Emanuel Aiwu,3.0,0.0,0.0,,,,Defensa central,,,,Serie A,US Cremonese,Austria,23.0,
Piotr Zieliński,3.0,0.0,0.0,3.0,9.0,12.0,Mediocentro,SSC Nápoles,Serie A,30.0,Serie A,SSC Nápoles,Polonia,37.0,29.0
Junior Messias,3.0,0.0,0.0,5.0,2.0,7.0,Extremo derecho,,,,Serie A,AC Milan,Brasil,25.0,32.0
Emanuele Valeri,3.0,0.0,0.0,2.0,3.0,5.0,Lateral izquierdo,,,,Serie A,US Cremonese,Italia,37.0,24.0
Przemyslaw Wisniewski,3.0,0.0,0.0,1.0,0.0,1.0,Defensa central,,,,Serie A,Spezia,Polonia,14.0,24.0
Charalampos Lykogiannis,3.0,0.0,0.0,2.0,0.0,2.0,Lateral izquierdo,,,,Serie A,Bolonia,Grecia,21.0,29.0
Musa Barrow,3.0,0.0,0.0,3.0,8.0,11.0,Extremo izquierdo,,,,Serie A,Bolonia,Gambia,32.0,24.0
Thomas Delaine,3.0,0.0,0.0,0.0,2.0,2.0,Lateral izquierdo,,,,Ligue 1,Racing Club de Estrasburgo,Francia,17.0,31.0
Jean Onana,3.0,0.0,0.0,,,,Pivote,,,,Ligue 1,RC Lens,Camerún,21.0,
Aaron Ramsey,3.0,0.0,0.0,1.0,2.0,3.0,Mediocentro,,,,Ligue 1,OGC Niza,Gales,27.0,32.0
Axel Disasi,3.0,0.0,0.0,3.0,3.0,6.0,Defensa central,Chelsea FC,Premier League,42.0,Ligue 1,AS Mónaco,Francia,38.0,25.0
Jean-Charles Castelletto,3.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,FC Nantes,Camerún,32.0,
Breel Embolo,3.0,0.0,0.0,12.0,2.0,14.0,Delantero centro,AS Mónaco,Ligue 1,12.0,Ligue 1,AS Mónaco,Suiza,32.0,26.0
Lorenz Assignon,3.0,0.0,0.0,0.0,1.0,1.0,Lateral derecho,,,,Ligue 1,Stade Rennais FC,Francia,12.0,22.0
Kevin Spadanuda,3.0,0.0,0.0,0.0,1.0,1.0,Extremo izquierdo,,,,Ligue 1,AC Ajaccio,Suiza,22.0,26.0
Danilo Pereira,3.0,0.0,0.0,2.0,0.0,2.0,Defensa central,,,,Ligue 1,París Saint-Germain FC,Portugal,33.0,31.0
Moussa Soumano,3.0,0.0,0.0,1.0,0.0,1.0,Delantero centro,,,,Ligue 1,AC Ajaccio,Francia,14.0,17.0
Jean-Victor Makengo,0.0,1.0,0.0,0.0,1.0,1.0,Mediocentro,,,,Ligue 1,FC Lorient,Francia,15.0,24.0
Jean-Victor Makengo,2.0,0.0,0.0,0.0,1.0,1.0,Mediocentro,,,,Serie A,Udinese,Francia,16.0,24.0
Lassine Sinayoko,0.0,1.0,0.0,1.0,3.0,4.0,Extremo derecho,,,,Ligue 1,AJ Auxerre,Malí,33.0,23.0
Alban Lafont,0.0,1.0,0.0,,,,Portero,FC Nantes,Ligue 1,12.0,Ligue 1,FC Nantes,Francia,37.0,25.0
Ousmane Camara,2.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Angers SCO,Francia,9.0,
Ousmane Camara,1.0,0.0,0.0,,,,Delantero centro,,,,Ligue 1,AJ Auxerre,Guinea,3.0,
Maxence Caqueret,2.0,0.0,0.0,4.0,7.0,11.0,Mediocentro,,,,Ligue 1,Olympique de Lyon,Francia,36.0,23.0
Hugo Magnetti,2.0,0.0,0.0,1.0,2.0,3.0,Mediocentro,,,,Ligue 1,Stade Brestois 29,Francia,32.0,25.0
Martin Adeline,2.0,0.0,0.0,,,,Mediocentro,,,,Ligue 1,Stade de Reims,Francia,5.0,
Farès Chaïbi,2.0,0.0,0.0,5.0,5.0,10.0,Mediocentro ofensivo,Eintracht Fráncfort​​,Bundesliga,15.0,Ligue 1,Toulouse FC,Argelia,36.0,20.0
Christophe Hérelle,2.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Stade Brestois 29,Martinica,16.0,
Florian Tardieu,2.0,0.0,0.0,3.0,0.0,3.0,Mediocentro,,,,Ligue 1,ESTAC Troyes,Francia,15.0,31.0
Youssouf Ndayishimiye,2.0,0.0,0.0,1.0,0.0,1.0,Pivote,OGC Niza,Ligue 1,18.0,Ligue 1,OGC Niza,Burundi,10.0,24.0
Nicolas Pépé,2.0,0.0,0.0,6.0,1.0,7.0,Extremo derecho,,,,Ligue 1,OGC Niza,Costa de Marfil,19.0,27.0
Papu Gómez,4.0,0.0,0.0,,,,Extremo izquierdo,,,,LaLiga,Sevilla FC,Argentina,19.0,
Justin Kluivert,4.0,0.0,0.0,6.0,1.0,7.0,Extremo izquierdo,,,,LaLiga,Valencia CF,Países Bajos,26.0,24.0
Dimitri Foulquier,4.0,0.0,0.0,0.0,2.0,2.0,Lateral derecho,,,,LaLiga,Valencia CF,Guadalupe,30.0,30.0
Álvaro Morata,4.0,0.0,0.0,13.0,2.0,15.0,Delantero centro,Atlético de Madrid,LaLiga,20.0,LaLiga,Atlético de Madrid,España,36.0,30.0
Nico Melamed,4.0,0.0,0.0,1.0,2.0,3.0,Mediocentro ofensivo,,,,LaLiga,RCD Espanyol,España,32.0,22.0
Isi Palazón,4.0,0.0,0.0,9.0,5.0,14.0,Extremo derecho,,,,LaLiga,Rayo Vallecano,España,37.0,28.0
Youssef En-Nesyri,4.0,0.0,0.0,8.0,1.0,9.0,Delantero centro,Sevilla FC,LaLiga,18.0,LaLiga,Sevilla FC,Marruecos,31.0,26.0
Nacho Vidal,4.0,0.0,0.0,,,,Lateral derecho,,,,LaLiga,CA Osasuna,España,20.0,
Carles Pérez,4.0,0.0,0.0,3.0,5.0,8.0,Extremo derecho,,,,LaLiga,RC Celta de Vigo,España,35.0,25.0
Radamel Falcao,4.0,0.0,0.0,2.0,0.0,2.0,Delantero centro,,,,LaLiga,Rayo Vallecano,Colombia,27.0,37.0
Samuel Lino,4.0,0.0,0.0,6.0,2.0,8.0,Extremo izquierdo,Atlético de Madrid,LaLiga,25.0,LaLiga,Valencia CF,Brasil,38.0,23.0
Loïc Badé,4.0,0.0,0.0,0.0,1.0,1.0,Defensa central,,,,LaLiga,Sevilla FC,Francia,19.0,22.0
Jørgen Strand Larsen,4.0,0.0,0.0,4.0,4.0,8.0,Delantero centro,RC Celta de Vigo,LaLiga,15.0,LaLiga,RC Celta de Vigo,Noruega,32.0,23.0
Cyle Larin,4.0,0.0,0.0,8.0,3.0,11.0,Delantero centro,,,,LaLiga,Real Valladolid CF,Canadá,19.0,28.0
Javi Puado,4.0,0.0,0.0,7.0,2.0,9.0,Extremo izquierdo,,,,LaLiga,RCD Espanyol,España,37.0,25.0
Pathé Ciss,4.0,0.0,0.0,1.0,0.0,1.0,Mediocentro,,,,LaLiga,Rayo Vallecano,Senegal,32.0,29.0
Stefan Mitrovic,4.0,0.0,0.0,,,,Defensa central,,,,LaLiga,Getafe CF,Serbia,22.0,
Joseba Zaldua,4.0,0.0,0.0,,,,Lateral derecho,,,,LaLiga,Cádiz CF,España,10.0,
José Mari,4.0,0.0,0.0,,,,Pivote,,,,LaLiga,Cádiz CF,España,18.0,
Franck Kessié,4.0,0.0,0.0,1.0,1.0,2.0,Mediocentro,,,,LaLiga,FC Barcelona,Costa de Marfil,28.0,26.0
Alejandro Balde,4.0,0.0,0.0,1.0,6.0,7.0,Lateral izquierdo,FC Barcelona,LaLiga,50.0,LaLiga,FC Barcelona,España,33.0,19.0
Sergi Darder,4.0,0.0,0.0,6.0,4.0,10.0,Mediocentro,,,,LaLiga,RCD Espanyol,España,38.0,29.0
Reinildo Mandava,4.0,0.0,0.0,,,,Lateral izquierdo,Atlético de Madrid,LaLiga,16.0,LaLiga,Atlético de Madrid,Mozambique,22.0,30.0
Muhammed Cham,2.0,0.0,0.0,7.0,4.0,11.0,Mediocentro ofensivo,,,,Ligue 1,Clermont Foot 63,Austria,38.0,22.0
Maxime Dupé,2.0,0.0,0.0,,,,Portero,,,,Ligue 1,Toulouse FC,Francia,38.0,
Steve Mounié,2.0,0.0,0.0,6.0,0.0,6.0,Delantero centro,,,,Ligue 1,Stade Brestois 29,Benín,23.0,28.0
David Pereira da Costa,2.0,0.0,0.0,1.0,3.0,4.0,Mediocentro ofensivo,,,,Ligue 1,RC Lens,Portugal,31.0,22.0
Andreas Bruus,2.0,0.0,0.0,,,,Lateral derecho,,,,Ligue 1,ESTAC Troyes,Dinamarca,27.0,
Darlin Yongwa,2.0,0.0,0.0,1.0,1.0,2.0,Lateral izquierdo,,,,Ligue 1,FC Lorient,Camerún,14.0,22.0
El Chadaille Bitshiabu,2.0,0.0,0.0,,,,Defensa central,RB Leipzig,Bundesliga,15.0,Ligue 1,París Saint-Germain FC,Francia,13.0,18.0
Paul Joly,2.0,0.0,0.0,0.0,1.0,1.0,Lateral derecho,,,,Ligue 1,AJ Auxerre,Francia,10.0,22.0
Evann Guessand,2.0,0.0,0.0,3.0,2.0,5.0,Delantero centro,,,,Ligue 1,FC Nantes,Costa de Marfil,30.0,21.0
Wesley Saïd,2.0,0.0,0.0,5.0,0.0,5.0,Delantero centro,,,,Ligue 1,RC Lens,Francia,21.0,28.0
Alexis Beka Beka,2.0,0.0,0.0,,,,Pivote,,,,Ligue 1,OGC Niza,Francia,14.0,
Damien Da Silva,2.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Olympique de Lyon,Francia,7.0,
Houssem Aouar,2.0,0.0,0.0,1.0,1.0,2.0,Mediocentro,,,,Ligue 1,Olympique de Lyon,Argelia,16.0,24.0
Jonas Martin,2.0,0.0,0.0,,,,Pivote,,,,Ligue 1,LOSC Lille,Francia,12.0,
Seko Fofana,2.0,0.0,0.0,7.0,5.0,12.0,Mediocentro,,,,Ligue 1,RC Lens,Costa de Marfil,35.0,28.0
Adrien Hunou,2.0,0.0,0.0,4.0,3.0,7.0,Delantero centro,,,,Ligue 1,Angers SCO,Francia,34.0,29.0
Nuno Mendes,2.0,0.0,0.0,1.0,6.0,7.0,Lateral izquierdo,París Saint-Germain FC,Ligue 1,60.0,Ligue 1,París Saint-Germain FC,Portugal,23.0,20.0
Jim Allevinah,2.0,0.0,0.0,1.0,1.0,2.0,Interior derecho,,,,Ligue 1,Clermont Foot 63,Gabón,36.0,28.0
Adil Rami,2.0,0.0,0.0,0.0,1.0,1.0,Defensa central,,,,Ligue 1,ESTAC Troyes,Francia,20.0,37.0
Rémy Cabella,2.0,0.0,0.0,7.0,10.0,17.0,Mediocentro ofensivo,,,,Ligue 1,LOSC Lille,Francia,32.0,33.0
Chancel Mbemba,2.0,0.0,0.0,5.0,0.0,5.0,Defensa central,Olympique de Marsella,Ligue 1,15.0,Ligue 1,Olympique de Marsella,RD del Congo,36.0,28.0
Flavien Tait,2.0,0.0,0.0,2.0,2.0,4.0,Mediocentro,,,,Ligue 1,Stade Rennais FC,Francia,30.0,30.0
Rafael Ratão,2.0,0.0,0.0,5.0,4.0,9.0,Extremo izquierdo,,,,Ligue 1,Toulouse FC,Brasil,30.0,27.0
Jean-Kévin Duverne,2.0,0.0,0.0,0.0,2.0,2.0,Defensa central,,,,Ligue 1,Stade Brestois 29,Haití,34.0,25.0
Mamadou Sakho,2.0,0.0,0.0,1.0,0.0,1.0,Defensa central,,,,Ligue 1,Montpellier HSC,Francia,15.0,33.0
Yahia Fofana,2.0,0.0,0.0,,,,Portero,,,,Ligue 1,Angers SCO,Costa de Marfil,11.0,
Yehvann Diouf,2.0,0.0,0.0,,,,Portero,Stade de Reims,Ligue 1,10.0,Ligue 1,Stade de Reims,Francia,31.0,24.0
Romain Del Castillo,2.0,0.0,0.0,6.0,7.0,13.0,Extremo derecho,,,,Ligue 1,Stade Brestois 29,Francia,27.0,27.0
Timothy Weah,2.0,0.0,0.0,0.0,2.0,2.0,Interior derecho,Juventus de Turín,Serie A,14.0,Ligue 1,LOSC Lille,Estados Unidos,29.0,23.0
Mathieu Coutadeur,2.0,0.0,0.0,,,,Mediocentro,,,,Ligue 1,AC Ajaccio,Francia,27.0,
Charles Traoré,2.0,0.0,0.0,,,,Lateral izquierdo,,,,Ligue 1,FC Nantes,Malí,12.0,
Baptiste Santamaria,2.0,0.0,0.0,2.0,0.0,2.0,Pivote,Stade Rennais FC,Ligue 1,12.0,Ligue 1,Stade Rennais FC,Francia,25.0,28.0
Marcus Coco,2.0,0.0,0.0,1.0,0.0,1.0,Extremo derecho,,,,Ligue 1,FC Nantes,Guadalupe,26.0,26.0
Dejan Lovren,2.0,0.0,0.0,1.0,0.0,1.0,Defensa central,,,,Ligue 1,Olympique de Lyon,Croacia,17.0,33.0
Noah Fadiga,2.0,0.0,0.0,1.0,0.0,1.0,Lateral derecho,,,,Ligue 1,Stade Brestois 29,Senegal,21.0,23.0
Eliot Matazo,2.0,0.0,0.0,1.0,0.0,1.0,Mediocentro,,,,Ligue 1,AS Mónaco,Bélgica,23.0,21.0
Quentin Merlin,2.0,0.0,0.0,1.0,2.0,3.0,Lateral izquierdo,,,,Ligue 1,FC Nantes,Francia,24.0,21.0
Abdoulaye Bamba,2.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Angers SCO,Costa de Marfil,21.0,
Takumi Minamino,2.0,0.0,0.0,1.0,4.0,5.0,Extremo izquierdo,AS Mónaco,Ligue 1,12.0,Ligue 1,AS Mónaco,Japón,18.0,28.0
Joe Rothwell,1.0,0.0,0.0,0.0,1.0,1.0,Mediocentro,,,,Premier League,AFC Bournemouth,Inglaterra,20.0,28.0
Moussa Djenepo,1.0,0.0,0.0,0.0,2.0,2.0,Extremo izquierdo,,,,Premier League,Southampton FC,Malí,16.0,24.0
Diego Llorente,1.0,0.0,0.0,,,,Defensa central,,,,Premier League,Leeds United,España,8.0,
Theo Walcott,1.0,0.0,0.0,2.0,2.0,4.0,Extremo derecho,,,,Premier League,Southampton FC,Inglaterra,20.0,34.0
Fraser Forster,1.0,0.0,0.0,,,,Portero,,,,Premier League,Tottenham Hotspur,Inglaterra,14.0,
Kamaldeen Sulemana,1.0,0.0,0.0,2.0,1.0,3.0,Extremo izquierdo,,,,Premier League,Southampton FC,Ghana,18.0,21.0
Matías Viña,1.0,0.0,0.0,2.0,0.0,2.0,Lateral izquierdo,,,,Premier League,AFC Bournemouth,Uruguay,12.0,25.0
Joe Gelhardt,1.0,0.0,0.0,0.0,2.0,2.0,Delantero centro,,,,Premier League,Leeds United,Inglaterra,15.0,20.0
Wout Weghorst,1.0,0.0,0.0,0.0,1.0,1.0,Delantero centro,,,,Premier League,Manchester United,Países Bajos,17.0,30.0
Mykhaylo Mudryk,1.0,0.0,0.0,0.0,2.0,2.0,Extremo izquierdo,Chelsea FC,Premier League,40.0,Premier League,Chelsea FC,Ucrania,15.0,22.0
Sasa Lukic,1.0,0.0,0.0,2.0,0.0,2.0,Mediocentro,,,,Premier League,Fulham FC,Serbia,12.0,26.0
Lukasz Fabianski,1.0,0.0,0.0,,,,Portero,,,,Premier League,West Ham United,Polonia,36.0,
Jhon Durán,1.0,0.0,0.0,,,,Delantero centro,,,,Premier League,Aston Villa,Colombia,12.0,
Ryan Fraser,1.0,0.0,0.0,,,,Extremo izquierdo,,,,Premier League,Newcastle United,Escocia,8.0,
Ludwig Augustinsson,1.0,0.0,0.0,,,,Lateral izquierdo,,,,Premier League,Aston Villa,Suecia,3.0,
Pietro Pellegri,3.0,0.0,0.0,2.0,1.0,3.0,Delantero centro,,,,Serie A,Torino FC,Italia,18.0,22.0
Simone Verdi,3.0,0.0,0.0,5.0,0.0,5.0,Mediocentro ofensivo,,,,Serie A,Hellas Verona,Italia,24.0,30.0
Layvin Kurzawa,1.0,0.0,0.0,,,,Lateral izquierdo,,,,Premier League,Fulham FC,Francia,3.0,
Phil Foden,1.0,0.0,0.0,11.0,5.0,16.0,Extremo derecho,Manchester City,Premier League,110.0,Premier League,Manchester City,Inglaterra,32.0,23.0
Edouard Mendy,1.0,0.0,0.0,,,,Portero,,,,Premier League,Chelsea FC,Senegal,10.0,
Kepa Arrizabalaga,1.0,0.0,0.0,,,,Portero,Real Madrid CF,LaLiga,20.0,Premier League,Chelsea FC,España,29.0,29.0
Joe Hodge,1.0,0.0,0.0,,,,Pivote,,,,Premier League,Wolverhampton Wanderers,Irlanda,6.0,
Matheus Cunha,1.0,0.0,0.0,2.0,0.0,2.0,Delantero centro,,,,Premier League,Wolverhampton Wanderers,Brasil,17.0,24.0
Matheus Cunha,2.0,0.0,0.0,2.0,0.0,2.0,Delantero centro,,,,LaLiga,Atlético de Madrid,Brasil,11.0,24.0
Gustavo Scarpa,1.0,0.0,0.0,,,,Mediocentro ofensivo,,,,Premier League,Nottingham Forest,Brasil,6.0,
Joe Willock,1.0,0.0,0.0,3.0,6.0,9.0,Mediocentro,,,,Premier League,Newcastle United,Inglaterra,35.0,23.0
Bryan Gil,1.0,0.0,0.0,2.0,2.0,4.0,Extremo izquierdo,,,,Premier League,Tottenham Hotspur,España,4.0,22.0
Bryan Gil,4.0,0.0,0.0,2.0,2.0,4.0,Extremo izquierdo,,,,LaLiga,Sevilla FC,España,17.0,22.0
Allan Saint-Maximin,1.0,0.0,0.0,1.0,5.0,6.0,Extremo izquierdo,,,,Premier League,Newcastle United,Francia,25.0,26.0
Hee-chan Hwang,1.0,0.0,0.0,3.0,1.0,4.0,Delantero centro,,,,Premier League,Wolverhampton Wanderers,Corea del Sur,27.0,27.0
Christian Pulisic,1.0,0.0,0.0,1.0,1.0,2.0,Extremo derecho,AC Milan,Serie A,32.0,Premier League,Chelsea FC,Estados Unidos,24.0,24.0
Nampalys Mendy,1.0,0.0,0.0,1.0,0.0,1.0,Pivote,,,,Premier League,Leicester City,Senegal,19.0,30.0
Bertrand Traoré,1.0,0.0,0.0,2.0,0.0,2.0,Extremo derecho,,,,Premier League,Aston Villa,Burkina Faso,8.0,27.0
Sékou Mara,1.0,0.0,0.0,1.0,2.0,3.0,Delantero centro,,,,Premier League,Southampton FC,Francia,22.0,20.0
Moussa Niakhaté,1.0,0.0,0.0,,,,Defensa central,,,,Premier League,Nottingham Forest,Senegal,14.0,
Evan Ferguson,1.0,0.0,0.0,6.0,2.0,8.0,Delantero centro,Brighton & Hove Albion,Premier League,65.0,Premier League,Brighton & Hove Albion,Irlanda,19.0,18.0
Vicente Guaita,1.0,0.0,0.0,,,,Portero,,,,Premier League,Crystal Palace,España,27.0,
Ché Adams,1.0,0.0,0.0,5.0,3.0,8.0,Delantero centro,,,,Premier League,Southampton FC,Escocia,28.0,26.0
Sam Johnstone,1.0,0.0,0.0,,,,Portero,,,,Premier League,Crystal Palace,Inglaterra,9.0,
Gonçalo Guedes,1.0,0.0,0.0,1.0,1.0,2.0,Extremo izquierdo,Villarreal CF,LaLiga,18.0,Premier League,Wolverhampton Wanderers,Portugal,13.0,26.0
Pape Matar Sarr,1.0,0.0,0.0,0.0,1.0,1.0,Mediocentro,,,,Premier League,Tottenham Hotspur,Senegal,11.0,20.0
Levi Colwill,1.0,0.0,0.0,0.0,2.0,2.0,Defensa central,Chelsea FC,Premier League,55.0,Premier League,Brighton & Hove Albion,Inglaterra,17.0,20.0
Josh Dasilva,1.0,0.0,0.0,4.0,2.0,6.0,Mediocentro,,,,Premier League,Brentford FC,Inglaterra,36.0,24.0
Marcus Tavernier,1.0,0.0,0.0,5.0,4.0,9.0,Extremo izquierdo,,,,Premier League,AFC Bournemouth,Inglaterra,23.0,24.0
N'Golo Kanté,1.0,0.0,0.0,0.0,1.0,1.0,Pivote,,,,Premier League,Chelsea FC,Francia,7.0,32.0
Cole Palmer,1.0,0.0,0.0,0.0,1.0,1.0,Mediocentro ofensivo,Chelsea FC,Premier League,45.0,Premier League,Manchester City,Inglaterra,14.0,21.0
Isaac Price,1.0,0.0,0.0,,,,Mediocentro,,,,Premier League,Everton FC,Irlanda del Norte,1.0,
Julio Enciso,1.0,0.0,0.0,4.0,2.0,6.0,Mediapunta,,,,Premier League,Brighton & Hove Albion,Paraguay,20.0,19.0
Raphaël Varane,1.0,0.0,0.0,,,,Defensa central,,,,Premier League,Manchester United,Francia,24.0,
André Ayew,1.0,0.0,0.0,,,,Extremo izquierdo,,,,Premier League,Nottingham Forest,Ghana,13.0,
Steve Mandanda,1.0,0.0,0.0,0.0,1.0,1.0,Portero,,,,Ligue 1,Stade Rennais FC,Francia,34.0,38.0
Gabriel Suazo,1.0,0.0,0.0,0.0,1.0,1.0,Lateral izquierdo,,,,Ligue 1,Toulouse FC,Chile,18.0,25.0
Youcef Atal,1.0,0.0,0.0,,,,Lateral derecho,,,,Ligue 1,OGC Niza,Argelia,18.0,
Jeanuël Belocian,1.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Stade Rennais FC,Francia,8.0,
Kays Ruiz-Atil,1.0,0.0,0.0,,,,Mediocentro,,,,Ligue 1,AJ Auxerre,Marruecos,1.0,
Alan Virginius,1.0,0.0,0.0,1.0,0.0,1.0,Extremo izquierdo,,,,Ligue 1,LOSC Lille,Francia,15.0,20.0
Thierno Baldé,1.0,0.0,0.0,0.0,2.0,2.0,Lateral derecho,,,,Ligue 1,ESTAC Troyes,Francia,31.0,20.0
Gaëtan Perrin,1.0,0.0,0.0,3.0,1.0,4.0,Interior derecho,,,,Ligue 1,AJ Auxerre,Francia,37.0,26.0
Ibrahim Diakité,1.0,0.0,0.0,,,,Lateral derecho,,,,Ligue 1,Stade de Reims,Guinea,3.0,
Waniss Taïbi,1.0,0.0,0.0,0.0,1.0,1.0,Mediocentro ofensivo,,,,Ligue 1,Angers SCO,Francia,11.0,21.0
Kévin Keben,1.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Toulouse FC,Camerún,11.0,
Fernand Mayembo,1.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,AC Ajaccio,Congo,11.0,
Loïs Diony,1.0,0.0,0.0,2.0,0.0,2.0,Delantero centro,,,,Ligue 1,Angers SCO,Francia,11.0,30.0
Stéphane Diarra,1.0,0.0,0.0,2.0,0.0,2.0,Extremo derecho,,,,Ligue 1,FC Lorient,Costa de Marfil,28.0,24.0
Youssouf M'Changama,1.0,0.0,0.0,0.0,1.0,1.0,Mediocentro ofensivo,,,,Ligue 1,AJ Auxerre,Comoras,26.0,32.0
Said Hamulic,1.0,0.0,0.0,,,,Delantero centro,,,,Ligue 1,Toulouse FC,Bosnia y Herzegovina,6.0,
Eliesse Ben Seghir,1.0,0.0,0.0,4.0,1.0,5.0,Mediocentro ofensivo,AS Mónaco,Ligue 1,18.0,Ligue 1,AS Mónaco,Francia,19.0,18.0
Jonathan Clauss,1.0,0.0,0.0,2.0,10.0,12.0,Lateral derecho,Olympique de Marsella,Ligue 1,15.0,Ligue 1,Olympique de Marsella,Francia,34.0,30.0
Fallou Fall,1.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Stade de Reims,Senegal,1.0,
Alexander Nübel,1.0,0.0,0.0,,,,Portero,,,,Ligue 1,AS Mónaco,Alemania,38.0,
Julien Ponceau,1.0,0.0,0.0,1.0,4.0,5.0,Mediocentro ofensivo,,,,Ligue 1,FC Lorient,Francia,31.0,22.0
Franck Honorat,1.0,0.0,0.0,6.0,5.0,11.0,Extremo derecho,Borussia Mönchengladbach,Bundesliga,12.0,Ligue 1,Stade Brestois 29,Francia,33.0,26.0
Eric Bailly,1.0,0.0,0.0,,,,Defensa central,,,,Ligue 1,Olympique de Marsella,Costa de Marfil,17.0,
Raúl García,4.0,0.0,0.0,2.0,3.0,5.0,Delantero centro,,,,LaLiga,Athletic Club,España,35.0,36.0
Pablo Barrios,4.0,0.0,0.0,0.0,1.0,1.0,Mediocentro,,,,LaLiga,Atlético de Madrid,España,21.0,19.0
Étienne Capoue,4.0,0.0,0.0,3.0,0.0,3.0,Pivote,,,,LaLiga,Villarreal CF,Francia,28.0,34.0
Koke,4.0,0.0,0.0,0.0,3.0,3.0,Mediocentro,Atlético de Madrid,LaLiga,14.0,LaLiga,Atlético de Madrid,España,33.0,31.0
Gerard Moreno,4.0,0.0,0.0,7.0,3.0,10.0,Delantero centro,Villarreal CF,LaLiga,15.0,LaLiga,Villarreal CF,España,21.0,31.0
Yangel Herrera,4.0,0.0,0.0,2.0,2.0,4.0,Mediocentro,Girona FC,LaLiga,20.0,LaLiga,Girona FC,Venezuela,20.0,25.0
Paulo Gazzaniga,4.0,0.0,0.0,,,,Portero,,,,LaLiga,Girona FC,Argentina,28.0,
Éder Militão,4.0,0.0,0.0,5.0,1.0,6.0,Defensa central,Real Madrid CF,LaLiga,70.0,LaLiga,Real Madrid CF,Brasil,33.0,25.0
José Gayà,4.0,0.0,0.0,1.0,4.0,5.0,Lateral izquierdo,Valencia CF,LaLiga,30.0,LaLiga,Valencia CF,España,31.0,28.0
Ander Barrenetxea,4.0,0.0,0.0,3.0,1.0,4.0,Extremo izquierdo,Real Sociedad,LaLiga,20.0,LaLiga,Real Sociedad,España,23.0,21.0
Ousmane Dembélé,4.0,0.0,0.0,5.0,7.0,12.0,Extremo derecho,París Saint-Germain FC,Ligue 1,60.0,LaLiga,FC Barcelona,Francia,25.0,26.0
Joaquín Fernández,4.0,0.0,0.0,,,,Defensa central,,,,LaLiga,Real Valladolid CF,España,27.0,
Borja Mayoral,4.0,0.0,0.0,8.0,2.0,10.0,Delantero centro,Getafe CF,LaLiga,15.0,LaLiga,Getafe CF,España,35.0,26.0
Domingos Quina,1.0,1.0,0.0,,,,Mediocentro,,,,LaLiga,Elche CF,Portugal,10.0,
Tomás Alarcón,1.0,1.0,0.0,,,,Pivote,,,,LaLiga,Cádiz CF,Chile,4.0,
Sergio Reguilón,1.0,1.0,0.0,,,,Lateral izquierdo,,,,LaLiga,Atlético de Madrid,España,11.0,
Juanpe,3.0,0.0,0.0,,,,Defensa central,,,,LaLiga,Girona FC,España,19.0,
Marcos Alonso,3.0,0.0,0.0,1.0,0.0,1.0,Lateral izquierdo,,,,LaLiga,FC Barcelona,España,24.0,32.0
Predrag Rajkovic,3.0,0.0,0.0,,,,Portero,,,,LaLiga,RCD Mallorca,Serbia,36.0,
Óscar Plano,3.0,0.0,0.0,1.0,2.0,3.0,Extremo derecho,,,,LaLiga,Real Valladolid CF,España,33.0,32.0
Diego Rico,3.0,0.0,0.0,,,,Lateral izquierdo,,,,LaLiga,Real Sociedad,España,20.0,
Lucas Rosa,3.0,0.0,0.0,,,,Lateral derecho,,,,LaLiga,Real Valladolid CF,Brasil,17.0,
Manu Sánchez,3.0,0.0,0.0,0.0,3.0,3.0,Lateral izquierdo,,,,LaLiga,CA Osasuna,España,31.0,22.0
Agustín Marchesín,3.0,0.0,0.0,,,,Portero,,,,LaLiga,RC Celta de Vigo,Argentina,19.0,
Fran Beltrán,3.0,0.0,0.0,0.0,2.0,2.0,Mediocentro,,,,LaLiga,RC Celta de Vigo,España,36.0,24.0
Álvaro Aguado,3.0,0.0,0.0,1.0,2.0,3.0,Mediocentro,,,,LaLiga,Real Valladolid CF,España,34.0,27.0
Ansu Fati,3.0,0.0,0.0,7.0,4.0,11.0,Extremo izquierdo,,,,LaLiga,FC Barcelona,España,36.0,20.0
Iván Fresneda,3.0,0.0,0.0,,,,Lateral derecho,,,,LaLiga,Real Valladolid CF,España,22.0,
